,index,PROVINCIA,MUNICIPIO,ESTACION,MAGNITUD,PUNTO_MUESTREO,ANO,MES,D01,V01,D02,V02,D03,V03,D04,V04,D05,V05,D06,V06,D07,V07,D08,V08,D09,V09,D10,V10,D11,V11,D12,V12,D13,V13,D14,V14,D15,V15,D16,V16,D17,V17,D18,V18,D19,V19,D20,V20,D21,V21,D22,V22,D23,V23,D24,V24,D25,V25,D26,V26,D27,V27,D28,V28,D29,V29,D30,V30,D31,V31,total
45,911,28,79,36,10,28079036_10_47,2010,10,36.0,V,32.0,V,31.0,V,9.0,V,26.0,V,33.0,V,41.0,V,26.0,V,19.0,V,11.0,V,18.0,V,12.0,V,21.0,V,27.0,V,28.0,V,16.0,V,11.0,V,17.0,V,36.0,V,31.0,V,35.0,V,42.0,V,41.0,V,30.0,V,10.0,V,36.0,V,41.0,V,53.0,V,47.0,V,9.0,V,10.0,V,28.387096774193548
46,912,28,79,36,10,28079036_10_47,2010,11,10.0,V,18.0,V,42.0,V,28.0,V,26.0,V,23.0,V,14.0,V,15.0,V,10.0,V,12.0,V,22.0,V,33.0,V,19.0,V,13.0,V,10.0,V,15.0,V,11.0,V,19.0,V,26.0,V,12.0,V,10.0,V,14.0,V,27.0,V,30.0,V,27.0,V,17.0,V,16.0,V,20.0,V,20.0,V,13.0,V,0.0,N,20.6
47,913,28,79,36,10,28079036_10_47,2010,12,13.0,V,15.0,V,24.0,V,20.0,V,13.0,V,11.0,V,9.0,V,16.0,V,20.0,V,27.0,V,27.0,V,33.0,V,64.0,V,22.0,V,9.0,V,17.0,V,41.0,V,32.0,V,14.0,V,16.0,V,12.0,V,10.0,V,11.0,V,14.0,V,15.0,V,23.0,V,34.0,V,40.0,V,33.0,V,32.0,V,19.0,V,23.64516129032258
48,974,28,79,38,10,28079038_10_47,2010,1,11.0,V,16.0,V,20.0,V,11.0,V,16.0,V,11.0,V,8.0,V,20.0,V,13.0,V,18.0,V,20.0,V,16.0,V,20.0,V,16.0,V,31.0,V,26.0,V,20.0,V,30.0,V,23.0,V,22.0,V,37.0,V,62.0,V,21.0,V,20.0,V,16.0,V,21.0,V,27.0,V,35.0,V,25.0,V,12.0,V,13.0,V,22.741935483870968
49,975,28,79,38,10,28079038_10_47,2010,2,22.0,V,36.0,V,41.0,V,34.0,V,16.0,V,14.0,V,26.0,V,15.0,V,15.0,V,20.0,V,18.0,V,22.0,V,18.0,V,15.0,V,24.0,V,17.0,V,14.0,V,24.0,V,22.0,V,13.0,V,14.0,V,12.0,V,12.0,V,17.0,V,15.0,V,22.0,V,19.0,V,12.0,V,0.0,N,0.0,N,0.0,N,21.357142857142858
50,976,28,79,38,10,28079038_10_47,2010,3,14.0,V,19.0,V,13.0,V,19.0,V,18.0,V,10.0,V,13.0,V,17.0,V,25.0,V,29.0,V,31.0,V,26.0,V,23.0,V,17.0,V,32.0,V,29.0,V,34.0,V,62.0,V,73.0,V,140.0,V,85.0,V,50.0,V,36.0,V,48.0,V,16.0,V,17.0,V,16.0,V,20.0,V,20.0,V,15.0,V,13.0,V,33.225806451612904
51,977,28,79,38,10,28079038_10_47,2010,4,10.0,V,13.0,V,13.0,V,12.0,V,19.0,V,30.0,V,24.0,V,23.0,V,27.0,V,22.0,V,23.0,V,37.0,V,20.0,V,18.0,V,18.0,V,20.0,V,13.0,V,12.0,V,18.0,V,23.0,V,31.0,V,17.0,V,26.0,V,24.0,V,23.0,V,25.0,V,36.0,V,33.0,V,33.0,V,29.0,V,0.0,N,24.1
52,978,28,79,38,10,28079038_10_47,2010,5,19.0,V,14.0,V,27.0,V,27.0,V,20.0,V,22.0,V,27.0,V,27.0,V,19.0,V,16.0,V,24.0,V,17.0,V,21.0,V,23.0,V,12.0,V,11.0,V,24.0,V,28.0,V,23.0,V,30.0,V,33.0,V,28.0,V,33.0,V,32.0,V,31.0,V,22.0,V,25.0,V,25.0,V,19.0,V,21.0,V,22.0,V,24.967741935483872
53,979,28,79,38,10,28079038_10_47,2010,6,21.0,V,21.0,V,18.0,V,26.0,V,30.0,V,25.0,V,27.0,V,25.0,V,13.0,V,17.0,V,18.0,V,14.0,V,14.0,V,23.0,V,18.0,V,18.0,V,22.0,V,27.0,V,17.0,V,13.0,V,19.0,V,25.0,V,28.0,V,34.0,V,30.0,V,20.0,V,23.0,V,31.0,V,30.0,V,29.0,V,0.0,N,24.3
54,980,28,79,38,10,28079038_10_47,2010,7,35.0,V,37.0,V,24.0,V,21.0,V,25.0,V,24.0,V,34.0,V,52.0,V,39.0,V,33.0,V,32.0,V,30.0,V,29.0,V,21.0,V,23.0,V,38.0,V,31.0,V,29.0,V,37.0,V,34.0,V,27.0,V,25.0,V,20.0,V,25.0,V,19.0,V,23.0,V,31.0,V,47.0,V,42.0,V,27.0,V,40.0,V,32.516129032258064
